"","geohash","netdiff","netdiff2","netdiff3","netdiff4","netdiff5","netdiff6","netdiff7","netdiff8","netdiff9","netdiff10","netdiff11","netdiff12"
"7837","dr72j09",-7,-23,-25,-21,-18,-29,-6,-33,-5,-15,-18,-27
"7841","dr72j0c",-11,3,-14,-12,-13,-11,-11,-18,-4,-7,0,-11
"7845","dr72j0d",-98,-66,-72,-97,-88,-111,-78,-88,-59,-95,-163,-111
"7849","dr72j0e",-52,-43,-42,-20,-51,-46,-31,-23,-52,-48,-50,-20
"7853","dr72j0f",-19,-13,-27,-14,-13,-21,-19,-16,-19,-8,-19,-19
"7857","dr72j0g",-64,-44,-34,-42,-44,-50,-34,-42,-28,-31,-44,-35
"7861","dr72j0h",-2,-24,-16,-17,-20,-28,-16,-19,-19,-20,-44,-19
"7865","dr72j0j",-34,-37,-41,-34,-35,-60,-31,-35,-29,-38,-77,-27
"7869","dr72j0k",-24,-21,-43,-19,-14,-31,-16,-31,-19,-25,-42,-20
"7873","dr72j0m",-21,-63,-41,-70,-33,-60,-33,-36,-19,-40,-61,-37
"7877","dr72j0n",-43,-30,-28,-8,-21,-36,-25,-22,-29,-28,-39,-54
"7881","dr72j0p",0,-12,-14,-12,-13,-20,-1,-19,-9,-15,-18,-14
"7885","dr72j0q",-56,-35,-53,-64,-41,-38,-29,-47,-50,-50,-94,-46
"7889","dr72j0r",-7,-8,-12,-11,-11,-22,-12,-20,-12,-23,-23,-12
"7893","dr72j0s",-43,-47,-57,-54,-51,-84,-31,-56,-58,-44,-75,-52
"7897","dr72j0t",-21,-27,-11,-10,-14,-29,-12,-20,-22,-15,-19,-20
"7901","dr72j0u",-9,-24,-25,-17,-29,-36,-8,-21,0,-13,-34,-11
"7905","dr72j0v",-47,-33,-44,-43,-52,-47,-24,-43,-31,-39,-48,-41
"7909","dr72j0w",-8,-5,-7,-13,-11,-10,-5,-15,-12,-4,-15,-9
"7913","dr72j0x",-21,-15,-25,-9,-27,-17,-14,-23,-27,-27,-38,-29
"7917","dr72j0y",-9,-23,-21,-9,-18,-21,-26,-25,-5,-18,-18,-12
"7921","dr72j0z",-8,-6,-8,-18,-9,-17,-7,-27,-18,-7,-3,-15
"7924","dr72j11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"7925","dr72j14",-16,-8,-22,-14,-19,-16,-13,-23,-9,-16,-22,-16
"7929","dr72j15",-53,-46,-34,-35,-50,-76,-40,-65,-25,-38,-75,-45
"7933","dr72j16",-6,2,-2,2,-2,-4,-4,-6,-6,-8,-5,-2
"7934","dr72j17",5,-5,11,6,12,1,2,-1,9,-6,4,3
"7938","dr72j1e",1,2,2,1,-4,3,1,-1,3,3,0,-2
"7942","dr72j1g",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"7943","dr72j1h",-50,-53,-78,-69,-61,-100,-50,-68,-45,-67,-70,-70
"7947","dr72j1j",-12,-11,-12,-7,-11,-17,-4,-7,-10,-12,-10,-15
"7951","dr72j1k",-51,-51,-82,-77,-66,-97,-68,-77,-68,-75,-98,-55
"7955","dr72j1m",-60,-47,-67,-43,-54,-67,-65,-65,-45,-58,-88,-59
"7959","dr72j1n",0,-3,-1,1,-4,-5,-1,-4,-2,0,-4,-2
"7960","dr72j1p",-5,-2,-8,-3,-4,-4,-4,-7,-3,-6,-2,-4
"7963","dr72j1q",NA,NA,NA,NA,NA,NA,NA,1,-2,-1,-3,-1
"7965","dr72j1r",-4,-1,-5,-2,-1,-1,-3,0,-2,-2,0,0
"7968","dr72j1s",-8,-2,-9,2,-9,-7,-7,-22,-12,-6,-11,-7
"7972","dr72j1t",-44,-63,-65,-73,-43,-64,-41,-78,-37,-28,-70,-47
"7976","dr72j1u",-4,-4,-8,-9,-10,-17,-8,-3,-1,-8,-18,-6
"7980","dr72j1v",-24,-22,-18,-28,-17,-22,-18,-29,-8,-13,-26,-15
"7984","dr72j1w",NA,NA,-3,-1,0,-1,0,-1,-3,-1,-1,0
"7986","dr72j1x",-7,-1,0,-7,-5,-6,-3,-5,-5,-2,-4,-6
"7989","dr72j1y",-4,-7,-9,-11,-6,-16,1,-12,-5,-8,-8,-14
"7993","dr72j20",2,4,-7,-16,4,-7,-2,8,-6,-9,5,-5
"7997","dr72j21",-7,-8,-16,-9,-9,-4,-4,-21,-5,-8,-16,-12
"8001","dr72j22",-11,-22,-6,-15,-10,-14,-18,-12,-9,-2,-26,-8
"8005","dr72j23",-15,-3,-4,0,-1,-4,-8,-10,-5,-2,-7,-13
"8008","dr72j24",-1,-8,-12,-11,-7,-8,-18,-9,-6,-10,-11,-7
"8012","dr72j25",NA,NA,NA,NA,-1,0,1,0,0,-3,2,0
"8013","dr72j26",-6,-1,-4,-5,-11,-10,1,-5,-6,-5,-8,-4
"8017","dr72j27",-2,-7,-11,0,-2,-3,-3,-4,-1,-2,-7,-3
"8020","dr72j28",-14,-13,-14,-13,-18,-30,-11,-26,-16,-20,-21,-20
"8023","dr72j29",-9,5,-10,-10,-3,-9,-6,-7,-16,0,-8,-4
"8027","dr72j2b",-6,-4,-8,-3,-5,-3,-6,-2,-4,-3,-4,-2
"8029","dr72j2c",NA,NA,NA,NA,NA,1,-3,-1,1,0,1,0
"8030","dr72j2d",2,-2,-1,-4,0,0,0,-3,-3,-2,-1,-4
"8031","dr72j2e",-5,-3,-3,-5,-5,-3,-2,-4,-2,-2,-7,-7
"8034","dr72j2f",-7,-6,-19,-10,-12,-4,-4,-5,2,-7,-5,-9
"8038","dr72j2g",-3,-2,0,1,-1,-1,1,-1,0,-1,-2,-1
"8039","dr72j2h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8040","dr72j2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"8041","dr72j2u",-8,-9,-12,-6,-16,-16,-7,-12,-3,-11,-19,-13
"8044","dr72j30",-3,-3,-1,0,-2,-3,-6,-6,-1,-3,-2,0
"8045","dr72j31",-2,-1,0,-1,-3,-3,-4,-2,-1,-1,2,0
"8046","dr72j32",-2,-2,-2,-4,0,-4,0,-1,-4,-7,-7,0
"8049","dr72j33",-5,-4,-3,-3,-7,-8,-2,-3,-5,-1,-3,-5
"8052","dr72j34",0,3,1,1,3,1,2,1,2,-1,-2,1
"8055","dr72j35",2,-2,0,2,-4,-1,-1,-2,1,0,-5,1
"8059","dr72j36",NA,NA,NA,NA,-2,0,-5,-1,-2,1,-2,-3
"8060","dr72j37",-2,0,1,1,1,-4,-2,1,-1,-4,0,2
"8064","dr72j38",0,-4,-2,-3,-3,-4,-1,-3,1,2,-3,1
"8068","dr72j39",-5,-1,-2,-1,-2,-2,0,-2,-3,-3,-3,-3
"8072","dr72j3b",-1,-2,-2,1,-3,-1,-1,-4,-1,-1,-1,-1
"8073","dr72j3c",-2,-4,-4,-2,1,-3,-2,-2,-5,-1,-4,0
"8076","dr72j3d",-7,-7,-7,-5,-5,-1,-4,-5,-7,2,-8,-7
"8079","dr72j3e",-1,-2,-1,-1,-1,1,-1,-2,0,-3,-1,0
"8080","dr72j3f",-7,-7,-4,-6,-5,-3,-6,-8,-6,-6,-4,-2
"8082","dr72j3g",-9,-4,-11,-8,-7,-9,-16,-11,-5,-1,-9,-4
"8085","dr72j3h",-3,-6,-12,-2,-7,-12,-2,-8,-1,-8,-7,-5
"8086","dr72j3j",-5,-8,-8,-6,-9,-4,-6,-9,0,-3,-6,-10
"8088","dr72j3k",0,-4,1,0,-2,-2,1,-3,0,1,0,0
"8090","dr72j3n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"8091","dr72j3p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1
"8092","dr72j3q",-2,-2,-2,0,-3,-2,-1,-1,-1,-1,-3,-2
"8093","dr72j3r",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-1
"8094","dr72j3s",-5,2,-7,-3,-2,-2,1,1,-3,-3,-7,1
"8098","dr72j3t",NA,NA,NA,NA,-3,-2,-1,-5,-6,-5,-2,-3
"8099","dr72j3u",0,-1,2,-3,1,-3,-3,-1,2,1,0,-4
"8101","dr72j3v",0,2,-2,1,1,2,2,1,1,0,-1,3
"8105","dr72j3w",-5,-1,-8,-3,-4,-3,-1,-6,-3,-1,-4,-3
"8106","dr72j3x",1,-3,-2,-1,-2,-2,-3,-1,-1,0,-1,-4
"8107","dr72j3y",-2,-5,-2,-1,-1,-2,-8,-4,1,-1,-4,-2
"8108","dr72j3z",-1,-6,-4,-7,-6,-4,-7,-8,-4,-5,-8,-1
"8109","dr72j4j",3,-6,-4,-2,-3,-7,-1,-4,-6,-2,-1,-6
"8112","dr72j4m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"8113","dr72j4n",-2,-1,0,-4,-2,-7,-4,-4,-1,-5,-4,-3
"8114","dr72j4p",-2,-4,-2,-6,-3,-5,-1,-3,1,-4,-3,-1
"8117","dr72j4q",-10,-14,-2,-6,-2,-6,-5,-4,-1,-1,-1,-7
"8121","dr72j4r",-5,-1,-8,-6,-7,-9,-3,-3,-4,-6,-9,-4
"8122","dr72j4w",1,-1,1,1,1,1,1,0,1,-1,2,2
"8125","dr72j4x",-2,0,-7,-5,-6,-1,-5,-2,-3,-3,-3,-5
"8129","dr72j4z",0,-3,-2,0,3,-2,-1,0,-1,2,-2,0
"8132","dr72j50",-5,-7,-2,-7,-6,-4,-2,-6,-7,-5,-7,-5
"8135","dr72j52",-6,-2,-5,-2,-2,-5,0,-3,-1,-3,0,-1
"8139","dr72j53",0,2,0,0,-1,-1,-2,-3,-1,-3,-4,0
"8141","dr72j54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8142","dr72j56",NA,NA,NA,NA,-2,-2,1,-1,-1,-1,-2,-3
"8143","dr72j57",-3,-5,0,-2,-1,2,-2,1,-3,1,-6,-2
"8147","dr72j58",-3,-1,-2,-4,-3,-2,-4,-1,3,-2,-3,-8
"8150","dr72j59",-1,-5,1,-2,-3,-4,-7,0,-5,-4,0,-3
"8154","dr72j5b",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-1
"8155","dr72j5c",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,-1
"8157","dr72j5d",NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-3,1
"8158","dr72j5e",-5,-3,-1,-2,-3,-1,0,-3,-4,-4,-5,-4
"8159","dr72j5f",-1,0,1,0,-2,-3,1,-3,-7,-5,0,-4
"8161","dr72j5h",-2,-2,-3,-1,1,-2,-3,-4,-3,-2,-3,-6
"8162","dr72j5j",-6,-5,-8,-3,-3,-6,0,-6,-4,0,0,-10
"8165","dr72j5k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"8166","dr72j5m",-1,-2,0,1,-3,-1,-2,-4,-1,-1,-3,-4
"8167","dr72j5q",NA,NA,NA,NA,NA,NA,NA,NA,0,-3,-2,-2
"8169","dr72j5t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3
"8170","dr72j5v",0,-2,1,1,-4,-4,-4,-1,-2,-3,-3,1
"8171","dr72j5w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2
"8172","dr72j5x",NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-6,-1
"8173","dr72j5y",-3,-1,-3,-2,-3,-1,-2,-3,0,-1,-1,-1
"8174","dr72j5z",-9,-7,-1,-2,-5,-4,-5,-6,-6,-7,-8,-7
"8177","dr72j60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-2
"8178","dr72j61",-2,-3,-4,0,-4,-2,-2,-4,-2,-2,-5,-2
"8180","dr72j62",1,-3,-4,-3,-1,1,-1,0,1,1,-1,-1
"8181","dr72j63",NA,NA,NA,NA,NA,NA,1,-1,-3,-1,-1,1
"8183","dr72j64",-1,0,0,-6,-1,0,0,-2,-1,0,-2,0
"8187","dr72j65",0,-3,-2,0,-2,-1,-3,0,-1,-2,-2,-2
"8188","dr72j66",-1,1,1,0,1,-2,1,0,-1,1,-1,1
"8189","dr72j67",-3,-3,-3,-3,-4,-2,1,-3,-2,-1,-5,-1
"8191","dr72j68",-5,-4,-2,-4,-2,-5,-4,-6,-5,-6,-8,-2
"8193","dr72j69",NA,NA,NA,NA,NA,NA,NA,-2,-1,-2,-1,-1
"8194","dr72j6b",-3,0,-3,-5,0,-1,-1,-9,-2,0,-5,-5
"8195","dr72j6c",0,-3,-4,1,0,-4,-2,-1,-1,-2,-1,-1
"8196","dr72j6d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"8197","dr72j6e",-1,0,-2,-2,-2,-2,0,-4,0,-2,1,-4
"8200","dr72j6f",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-1
"8201","dr72j6g",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"8202","dr72j6h",-3,-3,-1,-1,0,-2,-2,-1,-1,1,1,-3
"8203","dr72j6j",-1,0,-2,1,-2,-3,-4,-3,-1,1,-1,-2
"8206","dr72j6k",-6,-7,-6,-3,0,-7,-3,-2,-3,-1,-4,-3
"8208","dr72j6m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8209","dr72j6n",-4,-1,-4,1,3,-5,-2,-1,-1,0,-3,-2
"8211","dr72j6q",-1,-2,1,-3,-2,-6,0,-6,-3,-5,0,-4
"8215","dr72j6r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8216","dr72j6s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8217","dr72j6t",-5,-1,-2,-6,-1,0,-4,0,-4,-2,-5,1
"8218","dr72j6u",2,0,-3,1,0,-2,1,-2,-2,0,-1,-2
"8220","dr72j6v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8221","dr72j6x",0,5,-2,0,2,-1,3,2,3,1,0,0
"8224","dr72j6y",0,-4,-2,-2,-2,-6,-4,-2,-1,-3,-2,-4
"8225","dr72j6z",-4,-2,-6,-3,-5,-5,-2,-6,1,-2,-2,1
"8227","dr72j70",-2,-1,-4,-3,0,-2,1,-2,-1,1,1,-4
"8229","dr72j71",NA,NA,NA,NA,NA,-1,-1,-1,1,-1,-2,-1
"8230","dr72j72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"8231","dr72j73",-2,-4,-3,-1,2,-6,-1,-1,-1,0,-2,0
"8234","dr72j76",NA,NA,1,0,0,-3,0,-4,-4,1,-2,-4
"8235","dr72j77",-5,-4,-4,-5,-3,-4,-2,-4,-1,-2,-2,-2
"8236","dr72j78",-2,-5,-2,-2,-1,-8,-1,-3,-2,-5,0,-5
"8237","dr72j79",-1,1,1,0,-1,-2,-1,-7,0,0,-1,-1
"8239","dr72j7b",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,1,0
"8240","dr72j7c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"8241","dr72j7d",1,-1,-1,-1,1,-1,0,1,2,1,-1,-1
"8242","dr72j7e",-7,-5,-5,-5,-2,-2,-3,-3,-6,-6,-9,-5
"8243","dr72j7f",-2,-3,-1,-1,-1,0,-2,-2,-4,0,1,0
"8245","dr72j7g",NA,NA,NA,NA,NA,NA,-1,0,1,-2,-2,-1
"8246","dr72j7h",1,-1,-4,-1,0,-2,-4,-2,-4,-1,-1,-1
"8247","dr72j7j",-4,-2,-1,-5,-6,-3,-4,-5,2,-8,-7,-6
"8251","dr72j7k",-2,-5,-3,0,-2,0,-2,-2,-2,-3,0,0
"8252","dr72j7m",NA,NA,NA,NA,NA,NA,NA,-3,-1,0,-2,2
"8255","dr72j7n",-1,-7,-5,-6,-2,-10,-10,-8,-5,-4,-4,-5
"8258","dr72j7q",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,1,1
"8260","dr72j7r",-1,-4,-1,-2,1,-1,-4,-6,-6,-2,-8,-6
"8261","dr72j7t",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-3
"8263","dr72j7u",-2,-4,0,0,-2,-1,-2,-4,-2,-3,-7,1
"8264","dr72j7w",-2,-3,1,0,1,-2,-1,-2,0,-1,-1,0
"8266","dr72j7x",NA,NA,NA,NA,NA,NA,-4,0,-1,-2,-3,-1
"8267","dr72j7y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3
"8268","dr72j9b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-1
"8269","dr72jbp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8270","dr72jd3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"8271","dr72jd6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1
"8272","dr72jd8",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"8273","dr72jd9",-5,-8,-5,-1,-6,-8,-8,-7,-1,-5,-6,-5
"8275","dr72jdb",1,-1,1,-3,-2,2,0,0,0,-3,-3,-1
"8279","dr72jdc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"8280","dr72jdd",NA,NA,NA,NA,NA,NA,NA,-1,-1,-2,-3,-4
"8281","dr72jde",-2,-2,-4,-3,-9,-2,-2,-2,-3,-1,-9,-7
"8283","dr72jdf",-2,-4,-7,-5,-4,-4,-1,-1,-2,-4,-4,-3
"8284","dr72je0",0,-1,-6,1,0,0,1,0,-1,-3,2,-1
"8286","dr72je1",1,1,1,0,2,1,-1,-5,-1,-1,-1,-1
"8289","dr72je2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2
"8290","dr72je3",1,-1,-2,2,0,1,-1,0,-2,-1,-1,-2
"8292","dr72je4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8293","dr72je5",-2,-3,-1,-1,-3,-4,1,-4,-1,-2,-5,-4
"8294","dr72je8",NA,NA,NA,NA,-7,-3,-2,-4,1,-2,-5,-2
"8295","dr72je9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"8296","dr72jec",NA,NA,NA,NA,NA,NA,-1,-1,-2,0,-1,-1
"8297","dr72jed",3,-1,-3,1,2,0,-1,2,-1,0,2,2
"8300","dr72jeg",NA,NA,0,1,0,-1,2,-1,1,-1,1,1
"8302","dr72jh1",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,-2
"8303","dr72jh3",NA,NA,NA,NA,NA,NA,NA,-2,-1,-3,1,-1
"8304","dr72jh4",-2,-1,-2,0,-2,-5,-1,-3,-1,-3,-3,1
"8307","dr72jh5",1,-1,-4,-2,-4,-4,-5,-10,-3,-4,-10,-2
"8310","dr72jh6",-6,-2,-3,-4,-3,-5,-6,-4,0,-2,-2,-3
"8311","dr72jh7",0,-3,-4,-1,-4,-6,-3,-6,-6,-3,-5,-8
"8314","dr72jh8",0,-3,-3,-3,-1,1,-4,-3,-4,-5,-7,-1
"8316","dr72jhb",-6,-13,-11,-13,-15,-14,-6,-11,-10,-17,-18,-7
"8317","dr72jhc",NA,NA,NA,NA,-2,-5,0,-7,-5,-3,-3,-5
"8318","dr72jhd",NA,NA,NA,NA,-3,-3,-1,-1,-1,-3,-4,-1
"8320","dr72jhe",-1,-1,-3,-3,-4,-4,-3,-4,-3,-3,-3,-4
"8321","dr72jhg",NA,NA,NA,NA,NA,NA,NA,1,-2,-1,-2,-1
"8322","dr72jhh",-3,-2,-3,-4,-1,-3,-4,-1,-1,-2,-4,-3
"8323","dr72jhj",-1,-2,0,-2,-1,-1,0,-1,0,-1,-3,-3
"8324","dr72jhk",-1,-4,0,0,0,-3,-3,-9,0,-5,-1,1
"8325","dr72jhm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8326","dr72jhn",NA,NA,NA,NA,NA,-1,-3,-3,-4,-2,-2,-1
"8327","dr72jhq",-6,-5,-1,-2,-3,-4,-2,-3,-3,-2,-3,-3
"8329","dr72jhs",-1,5,0,-3,0,-1,-2,1,-2,-4,-3,-3
"8332","dr72jhu",NA,NA,NA,NA,NA,NA,NA,NA,1,-3,-4,-1
"8333","dr72jhv",1,0,-2,0,-1,-1,1,-3,-3,1,-1,-1
"8334","dr72jhx",0,-1,-5,-3,-2,-3,-5,-1,1,-1,-2,-3
"8336","dr72jhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,-1
"8337","dr72jhz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0
"8338","dr72jj0",-20,-20,-31,-14,-20,-18,-23,-27,-16,-28,-37,-21
"8342","dr72jj1",-4,-6,-3,0,-3,-6,-4,-4,-3,-1,-7,-2
"8343","dr72jj2",0,-5,-11,-3,-5,-7,-6,-2,-7,-3,-11,-4
"8345","dr72jj3",-5,-5,-9,-9,-12,-9,-3,-7,-6,-13,-10,0
"8349","dr72jj5",NA,NA,NA,NA,0,-2,-1,0,-2,-1,0,-2
"8350","dr72jj7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"8351","dr72jj9",-1,-2,1,-4,-6,-2,0,0,-2,-2,-1,-5
"8353","dr72jjb",-5,-2,-6,-5,-2,-1,-3,-4,3,0,-4,-2
"8357","dr72jjc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8358","dr72jjd",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0,1
"8359","dr72jje",NA,NA,NA,NA,NA,NA,NA,-3,-1,-2,1,-1
"8360","dr72jjf",-2,1,-5,3,0,-1,1,0,0,0,-4,-1
"8364","dr72jjg",NA,NA,NA,NA,NA,-1,-2,-1,-1,-4,-1,0
"8365","dr72jjj",NA,NA,NA,-1,-1,-1,-1,-1,-5,0,-5,-3
"8366","dr72jjk",-1,-3,-5,-1,0,-8,-5,-10,-4,-2,-4,-3
"8367","dr72jjm",-5,-8,-13,-9,-9,-13,-6,-6,-2,-12,-6,-7
"8371","dr72jjn",-5,-4,-5,-7,-5,-4,-5,-7,-7,-4,-10,-9
"8372","dr72jjp",-4,-7,-9,-7,-3,-9,-5,-1,-4,-7,-4,-6
"8373","dr72jjq",-3,-3,-3,-2,-3,-4,-2,-3,-3,-3,-1,-2
"8375","dr72jjr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"8376","dr72jjs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"8377","dr72jjt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2
"8378","dr72jjw",NA,NA,NA,0,-2,-1,-1,-2,-1,-1,-1,-1
"8379","dr72jjy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"8380","dr72jk0",1,-3,-5,-3,-3,-2,-4,-7,-3,-3,-2,-3
"8382","dr72jk2",NA,NA,NA,NA,1,-2,-1,-4,-2,-2,-2,-1
"8383","dr72jk3",-1,-1,-2,1,-2,-4,-3,-1,1,-3,-3,-4
"8384","dr72jk8",-1,-2,-3,-3,-3,-2,-5,-3,-1,-1,-3,-2
"8385","dr72jk9",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"8386","dr72jkb",-2,-6,-7,-8,-2,-1,-4,-5,-4,-5,-6,-3
"8387","dr72jkc",-4,-3,-7,-2,-9,-7,-5,-6,-3,-3,-5,-4
"8388","dr72jkd",NA,NA,NA,NA,NA,0,-4,-2,-1,-3,-1,-2
"8389","dr72jke",-4,-4,-6,-2,-5,-4,-3,-3,0,-3,-3,-4
"8390","dr72jkf",-9,-15,-7,-16,-10,-9,-12,-12,-11,-6,-3,-12
"8394","dr72jkg",-4,-7,-7,-4,-3,-6,-4,-6,-3,-1,-6,1
"8396","dr72jkh",-2,-1,-4,-1,-2,-3,-2,-5,-1,0,-1,-6
"8397","dr72jkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3,-5
"8398","dr72jkm",-4,-3,-2,-1,-2,-5,-4,-5,-10,-5,-7,-1
"8399","dr72jkn",-2,-1,0,-3,-1,0,-1,1,1,-2,-4,0
"8400","dr72jkp",-4,-6,-2,-2,-2,-4,-4,-2,-1,-1,-8,-3
"8401","dr72jkq",-15,-18,-16,-12,-24,-14,-13,-16,-23,-12,-25,-18
"8405","dr72jkr",-38,-31,-38,-33,-53,-35,-43,-33,-46,-34,-48,-23
"8409","dr72jks",1,0,-1,0,1,-1,-3,-1,1,1,-2,0
"8411","dr72jkt",0,0,-2,-2,0,1,-1,-1,-1,-1,-1,-2
"8413","dr72jku",NA,NA,NA,NA,NA,NA,-2,-6,-2,-1,-1,-1
"8414","dr72jkw",-4,-5,-3,0,1,-4,-3,-1,1,-2,0,-1
"8415","dr72jkz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1
"8416","dr72jm0",-2,-3,-12,-2,-5,-9,-4,-14,-1,-6,-8,-6
"8419","dr72jm5",NA,NA,NA,NA,NA,NA,NA,-3,-7,-8,-3,-1
"8420","dr72jm7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"8421","dr72jmg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8422","dr72jmk",0,-2,-6,-1,-3,-3,-1,-2,-2,0,1,0
"8425","dr72jmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8426","dr72jmt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,1
"8427","dr72jmv",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,-4
"8428","dr72jmx",2,-2,0,0,-1,-5,-1,-4,-2,-2,-2,1
"8429","dr72jmy",-2,-2,-4,-1,-3,-4,-2,-6,-1,-3,-4,-3
"8430","dr72jmz",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1
"8431","dr72jn0",2,-1,-5,10,2,2,-1,-4,-5,2,0,4
"8435","dr72jn1",0,0,2,-5,-3,0,0,1,-2,-1,-3,1
"8437","dr72jn2",-3,-2,-1,1,1,0,-2,-6,0,-3,0,-2
"8440","dr72jn3",0,-2,-4,0,-2,1,0,0,-2,-1,-1,-3
"8443","dr72jn8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-2
"8444","dr72jn9",-1,-2,0,-3,-2,-3,-3,0,-1,0,-4,-3
"8445","dr72jnb",-6,-3,-2,0,-3,0,-3,-2,-5,-2,-8,-4
"8446","dr72jnd",1,0,1,1,-2,0,-3,-1,2,-3,-2,2
"8449","dr72jne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8450","dr72jnf",-4,0,0,-3,-1,1,-1,1,-1,1,1,1
"8453","dr72jng",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-3
"8454","dr72jnk",NA,NA,NA,NA,NA,0,-2,-4,-1,-2,1,-1
"8455","dr72jnm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8456","dr72jnn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8457","dr72jns",-2,1,0,1,-1,-3,-2,-3,-1,0,-1,-3
"8458","dr72jnt",NA,NA,NA,NA,NA,NA,NA,-1,-1,-3,-1,-1
"8459","dr72jnv",-2,-4,-11,-2,-5,-7,-4,-6,-2,-9,-7,-2
"8460","dr72jp0",4,2,1,-2,-4,-1,-1,0,-1,1,0,0
"8462","dr72jp1",NA,NA,-3,-1,1,-1,-1,0,-2,1,-1,-2
"8463","dr72jp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8464","dr72jp5",-5,0,-2,-2,4,-3,-4,-1,-6,0,-3,-2
"8467","dr72jp6",NA,NA,NA,NA,NA,NA,NA,-3,-1,-1,-3,-3
