"","geohash","netdiff","netdiff20","netdiff21","netdiff22","netdiff23","netdiff24","netdiff25","netdiff26","netdiff27","netdiff28","netdiff29","netdiff30"
"8559","dr72h96",-30,-30,-37,-39,-23,-25,-3,-16,-24,-20,-39,-36
"8564","dr72h97",-21,-11,-33,-24,-11,-27,-22,-4,-15,-23,-15,0
"8569","dr72h98",NA,NA,NA,NA,NA,NA,NA,NA,0,-1,1,-3
"8570","dr72h99",-26,-18,-27,-24,-24,-32,-13,-12,-21,-22,-20,-31
"8573","dr72h9c",-4,-6,-6,-3,-2,-3,-2,-1,0,-5,-7,-10
"8574","dr72h9d",-7,-14,-10,-11,-11,-5,-2,-4,-6,-10,-7,-13
"8577","dr72h9e",-10,-8,-12,-12,-9,-20,-5,-9,-17,-19,-14,-12
"8582","dr72h9f",-8,-8,-13,-13,-13,-20,-12,-8,-8,-10,-8,-13
"8583","dr72h9g",-8,-13,-18,-18,-7,-15,-11,-4,-17,-9,-17,-14
"8586","dr72h9h",-44,-42,-65,-29,-30,-54,-33,-17,-51,-38,-38,-50
"8591","dr72h9j",-49,-23,-42,-29,-35,-53,-42,-23,-40,-28,-33,-42
"8596","dr72h9k",-34,-46,-39,-41,-37,-53,-33,-20,-39,-17,-39,-37
"8601","dr72h9m",-26,-15,-19,-23,-22,-37,-15,-19,-27,-28,-20,-28
"8606","dr72h9n",-26,-14,-33,-26,-16,-27,-12,-17,-19,-20,-21,-31
"8611","dr72h9p",-14,-11,-19,-13,-17,-6,4,-11,-11,-15,-10,-25
"8616","dr72h9q",-9,-10,-9,-2,-3,-10,-3,-6,-9,-5,-6,-9
"8617","dr72h9r",-10,-6,-11,-16,-6,-19,-7,-11,-16,-7,-5,-11
"8621","dr72h9s",-8,-35,-28,-25,-15,-39,-11,-4,-27,-16,-22,-33
"8626","dr72h9t",-33,-23,-38,-35,-40,-37,-12,-26,-27,-26,-32,-42
"8631","dr72h9u",-13,-13,-21,-20,-16,-26,-14,-11,-17,-8,-10,-28
"8636","dr72h9v",-17,-22,-38,-10,-22,-28,-16,-13,-27,-17,-13,-34
"8641","dr72h9w",-32,-39,-26,-22,-26,-58,-31,-25,-36,-29,-29,-30
"8646","dr72h9x",-9,-6,-10,-2,-8,-12,-6,0,-4,-1,-4,-7
"8647","dr72h9y",-18,-17,-24,-10,-13,-36,-20,-19,-25,-16,-11,-14
"8652","dr72h9z",-5,-4,-16,-11,-13,-14,-15,-13,-9,-12,-15,-16
"8656","dr72hb2",-10,-14,-19,-4,-13,-25,-12,-7,-11,-14,-13,-15
"8661","dr72hb8",-23,-32,-34,-17,-18,-32,-15,-12,-27,-21,-24,-39
"8666","dr72hb9",-26,-29,-37,-11,-23,-23,-7,-11,-19,-27,-27,-28
"8671","dr72hbb",-36,-45,-52,-47,-35,-51,-49,-34,-55,-40,-40,-71
"8676","dr72hbc",-57,-39,-65,-42,-41,-54,-35,-35,-51,-31,-42,-58
"8681","dr72hbd",-3,-4,-5,-2,0,-7,-2,-9,-2,-2,-1,0
"8683","dr72hbe",-1,-3,-2,0,-5,-2,-5,-1,0,-3,-1,1
"8685","dr72hbj",-5,-1,-6,-5,-1,-3,-1,-4,-3,-1,-6,-7
"8686","dr72hbk",NA,NA,NA,NA,NA,NA,0,1,-3,-1,1,2
"8688","dr72hbm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"8690","dr72hbp",-16,-1,-26,-22,-13,-25,-14,-1,-6,4,-19,-32
"8695","dr72hc0",-13,-3,-8,-9,-5,-7,-6,-3,-8,-5,-6,-12
"8697","dr72hc1",-3,-6,-6,-11,-5,-16,-5,-14,-16,-13,-10,-12
"8702","dr72hc2",-29,-16,-45,-20,-27,-33,-9,-24,-21,-25,-23,-36
"8707","dr72hc3",-9,-8,-6,-10,-7,-13,-3,-5,-9,-17,-12,-15
"8710","dr72hc4",-24,-29,-58,-32,-31,-40,-14,-31,-41,-37,-44,-54
"8715","dr72hc6",-22,-19,-21,-20,-16,-15,-14,-11,-29,-15,-17,-23
"8720","dr72hc7",-20,-9,-28,-12,-19,-15,-12,-6,-6,-9,-24,-12
"8725","dr72hc8",-13,-11,-23,-17,-14,-31,-10,-5,-7,-23,-15,-4
"8730","dr72hc9",-9,-11,-14,-15,-1,-9,-1,-4,-11,-12,-13,-16
"8735","dr72hcb",-6,0,-11,-7,-7,-3,-9,-5,-3,0,-5,-7
"8738","dr72hcc",-11,-7,-32,-13,-9,-27,-14,-18,-22,-12,-24,-27
"8743","dr72hcd",-12,-2,-11,-8,-6,-4,-4,-3,-6,-4,-6,-12
"8745","dr72hce",-32,-25,-34,-30,-30,-52,-22,-9,-56,-24,-16,-45
"8750","dr72hcf",-7,-9,-9,-4,-11,-16,-7,-6,-13,-14,-10,-15
"8755","dr72hcg",-11,-10,-14,-7,-9,-17,-8,-8,-14,-14,-7,-10
"8757","dr72hcs",-5,-3,-4,0,-2,-8,-2,0,-2,-3,-4,-3
"8762","dr72hcu",-18,-14,-30,-19,-14,-25,-15,-5,-24,-18,-12,-15
"8767","dr72hcv",-8,-3,-7,-2,-2,-1,-1,-1,1,-4,0,2
"8768","dr72hd5",-10,-11,-14,-5,-7,-10,-6,-11,-9,-8,-9,-15
"8769","dr72hdh",-15,-7,-9,-15,-9,-15,-2,-7,-24,-17,-16,-18
"8774","dr72hdj",-24,-16,-27,-31,-19,-19,-15,-19,-25,-23,-29,-24
"8779","dr72hdk",-5,-6,-11,-9,-13,-8,-5,-7,-6,-12,-11,-20
"8781","dr72hdm",-7,-12,-14,-11,-3,-12,-3,-11,-9,-13,-9,-15
"8786","dr72hdn",-28,-41,-50,-29,-22,-55,-27,-32,-44,-24,-35,-46
"8791","dr72hdp",-13,-9,-15,-9,-16,-26,-8,-9,-19,-14,-9,-18
"8796","dr72hdq",-7,-20,-31,0,-3,-25,-6,-7,-10,-15,-6,-18
"8801","dr72hdr",-10,-27,-43,-41,-30,-30,-16,-18,-48,-30,-27,-22
"8806","dr72hds",-4,-6,-2,-3,-4,-7,-6,-4,-1,-4,-6,-9
"8808","dr72hdt",-4,-4,-6,-3,-7,-2,-7,-2,-5,-5,-5,0
"8810","dr72hdw",-21,-24,-19,-5,-24,-19,-14,-11,-14,-18,-18,-24
"8815","dr72hdx",-6,-20,-32,-55,-17,-19,-17,-19,-37,-17,-24,-37
"8820","dr72hdy",-3,-9,-9,-5,-7,-16,1,-9,-10,-1,-2,-12
"8825","dr72hdz",-10,-22,-33,-26,-17,-11,-6,-5,-19,-11,-20,-15
"8830","dr72hen",-4,-16,-16,-11,-10,-16,-13,-10,-16,-16,-9,-17
"8831","dr72hep",-5,-1,-14,-7,-3,-7,-13,-7,-11,-11,-12,-14
"8836","dr72heq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8837","dr72her",-12,-10,-5,-9,-7,-12,-8,-9,-11,-14,-6,-16
"8839","dr72hex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-8
"8840","dr72hf0",-7,-2,-10,2,-13,-12,-9,-5,-2,-4,-8,-13
"8844","dr72hf1",-17,-11,-24,-19,-10,-14,-7,-2,-17,-10,-10,-10
"8848","dr72hf2",-32,-27,-47,-38,-25,-25,-31,-24,-36,-35,-38,-28
"8853","dr72hf3",-12,-12,-15,-7,-14,-12,-6,-5,-7,-6,-8,-12
"8856","dr72hf4",-30,-41,-45,-28,-27,-19,-11,-6,-27,-19,-20,-26
"8861","dr72hf5",-28,-24,-47,-44,-25,-46,-35,-13,-39,-31,-39,-43
"8866","dr72hf6",3,-3,-8,-6,-5,0,4,1,4,-5,-3,3
"8871","dr72hf7",4,6,-11,0,4,6,-2,9,6,-1,13,-7
"8876","dr72hf8",-19,-17,-23,-10,-6,-20,-15,-9,-20,-11,-6,-14
"8881","dr72hf9",-3,-13,-15,-8,-6,-13,-4,-9,-10,0,-5,-7
"8886","dr72hfb",-21,-24,-26,-24,-13,-39,-7,-6,-27,-10,-15,-15
"8891","dr72hfc",-9,-12,-7,-5,-5,-6,-8,-6,-11,-1,-4,-14
"8896","dr72hfd",-4,-7,-2,-4,-3,-8,-4,-2,0,-3,-3,-6
"8897","dr72hfe",-11,-17,-16,-22,-10,-14,-9,-12,-22,-21,-9,-31
"8902","dr72hff",-5,-5,-2,-3,-3,-4,-8,-6,1,-3,-2,-6
"8903","dr72hfh",-20,-15,-17,-8,-10,-22,-15,-10,-19,-14,-9,-12
"8908","dr72hfj",-1,-1,0,-2,0,-2,-1,2,-1,-8,-3,-7
"8912","dr72hfk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8914","dr72hfm",-18,-7,-2,-10,-11,-11,-9,-8,-7,-6,-9,-8
"8919","dr72hfq",-2,4,-3,-5,1,-5,2,-3,-3,-4,-6,-7
"8924","dr72hfs",0,-2,-2,1,0,-2,-4,-4,-2,-1,-1,-2
"8928","dr72hfu",2,-1,-2,-1,-1,2,-5,-2,-3,-4,0,-3
"8931","dr72hfv",-3,-3,0,-2,0,-4,-1,-1,-4,-1,-2,-2
"8934","dr72hfw",-6,-10,-3,-3,-4,-2,-6,-3,-3,-5,-7,-9
"8938","dr72hfx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8939","dr72hfy",-6,-5,-3,-5,-10,-5,-3,-3,-9,-6,-9,-3
"8942","dr72hfz",-6,-3,-1,-4,-2,-5,-11,-3,-3,-1,-6,-4
"8947","dr72hg0",-13,-12,-17,-9,-8,-17,-12,-8,-6,-8,-9,-10
"8952","dr72hg1",-4,-10,-10,-1,-23,-28,-14,-11,-6,-12,-10,-14
"8957","dr72hg2",-18,-14,-20,-19,-3,-16,-7,-11,-21,-21,-12,-28
"8962","dr72hg3",-4,-3,-22,8,-6,-8,3,-6,-7,-9,-4,-4
"8967","dr72hg4",-10,-5,-18,-10,-6,-16,-4,-13,-21,-10,-2,-7
"8972","dr72hg5",0,-1,-2,1,-3,-1,1,-2,0,-1,0,-1
"8974","dr72hg6",-14,-7,-10,-17,-8,-13,-6,-3,-11,-9,-12,-11
"8979","dr72hg7",-11,-10,-16,-11,-4,-11,-7,-8,-6,0,-9,-11
"8984","dr72hg8",-3,-5,-4,-2,-7,-1,-3,-1,-7,-3,-2,-2
"8985","dr72hg9",-8,-6,-12,-5,-11,-18,-8,-5,-14,5,-10,-2
"8990","dr72hgb",NA,NA,-4,-4,-2,-4,-1,-1,-4,-3,-2,-1
"8991","dr72hgc",-1,-4,-8,3,-7,0,-4,-2,1,2,-3,-1
"8994","dr72hgd",-15,-16,-13,-22,-15,-18,-11,-6,-12,-16,-6,-3
"8999","dr72hge",-14,-10,-10,-12,-11,-14,-11,-12,-16,-8,-15,-10
"9004","dr72hgf",-11,-18,-28,-17,-7,-21,-9,-15,-11,-14,-8,-9
"9009","dr72hgg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-7
"9010","dr72hgh",-5,-5,-3,-3,-5,-2,-2,-2,-2,-1,-2,-6
"9011","dr72hgj",-3,-5,-7,-2,2,-8,-3,-5,-3,-6,-5,-9
"9016","dr72hgk",-4,-6,-8,-8,-6,-7,-6,-4,-7,-5,-6,-5
"9018","dr72hgm",-11,-13,-10,-4,-6,-5,0,-1,-8,-8,-7,-14
"9023","dr72hgn",-6,-2,-5,-9,-3,-8,-6,-8,-12,-3,-2,-11
"9025","dr72hgp",-6,-3,-7,-2,-10,-2,-8,-5,-2,-3,-4,-2
"9028","dr72hgq",1,-2,-6,2,-3,1,-4,2,-1,1,0,-3
"9033","dr72hgr",-4,-2,-5,0,-1,-5,-4,-4,-3,-2,-1,-6
"9036","dr72hgs",-13,-7,-16,-8,-12,-15,-4,-4,-12,-13,-5,-12
"9041","dr72hgt",NA,NA,NA,NA,-1,-4,-2,0,-2,-2,-1,-7
"9042","dr72hgu",-12,-1,-3,-4,-7,-4,-3,-3,-12,-6,-9,-11
"9045","dr72hgv",-1,-4,-10,-8,-21,-9,0,-3,-9,-10,-6,-4
"9050","dr72hgw",-9,-1,-6,-7,-3,-3,-4,4,-1,-1,-2,-8
"9055","dr72hgx",-3,-1,-5,-5,-10,-9,-6,-2,-3,-2,-5,-4
"9058","dr72hgy",-6,-5,-7,-2,-2,-5,-8,-5,-6,-11,-11,-4
"9061","dr72hgz",-2,-3,-1,-1,-1,-1,-3,0,-5,0,-2,-3
"9065","dr72hu1",-1,-2,-5,-1,-5,-2,-1,-3,-6,-3,-2,-4
"9066","dr72hu4",10,-7,-14,-7,-15,-4,-6,-7,-16,-7,-9,-14
"9071","dr72hu5",-24,-12,-33,-14,-30,-26,-14,-14,-38,-17,-29,-33
"9076","dr72hu6",-3,-5,-4,-6,-5,-11,-7,-4,-10,-4,-1,-11
"9077","dr72hu7",-18,-35,-44,-35,-22,-34,-20,-36,-37,-27,-29,-24
"9082","dr72hud",-7,-4,-12,-4,-8,-10,-3,-4,-9,-7,-6,-8
"9083","dr72hue",-6,-6,-5,-1,-6,-6,-3,-4,-6,-7,3,1
"9087","dr72huf",NA,NA,NA,NA,NA,NA,NA,-2,-5,-7,-1,-2
"9088","dr72hug",-14,-7,-8,-8,-4,-2,-2,1,-5,-9,-5,-10
"9089","dr72huh",-7,-3,-16,-8,-15,-11,-9,-8,-15,-6,-9,-9
"9092","dr72huj",-10,-15,-20,-21,-38,-20,-14,-13,-19,-22,-21,-26
"9097","dr72huk",-4,-10,-12,-11,-15,-9,-7,-7,-21,-10,-15,-6
"9100","dr72hum",-1,-3,-3,-6,-9,-1,-4,-8,-2,-2,-7,-3
"9101","dr72hun",NA,NA,NA,NA,NA,NA,NA,-1,-3,-5,-3,-2
"9102","dr72huq",-44,-57,-82,-87,-49,-52,-72,-47,-59,-53,-66,-42
"9107","dr72hur",0,-1,-6,-6,-2,-9,-2,-3,-7,-3,-6,-1
"9109","dr72hus",-31,-50,-62,-49,-39,-55,-36,-39,-31,-41,-40,-39
"9114","dr72hut",-1,-1,-3,-1,-7,-1,-1,-2,-2,-1,-2,-6
"9115","dr72huu",-9,-18,-22,-27,-15,-23,-3,-7,-13,-11,-9,-13
"9119","dr72huv",-27,-30,-51,-59,-33,-30,-29,-35,-50,-42,-42,-50
"9124","dr72huw",-3,-14,-32,-33,0,-11,-24,-5,-20,-17,-19,-16
"9128","dr72hux",-24,-50,-74,-71,-36,-23,-52,-17,-54,-57,-46,-45
"9133","dr72huz",-3,-11,-33,-23,-14,-9,-14,-3,-33,-15,-12,-22
"9137","dr72hvh",-4,-5,-2,-5,-4,-3,-2,-1,-3,-3,-6,-5
"9138","dr72hvj",-5,-8,-28,-21,-13,-8,-3,-3,-21,-19,-12,-14
"9141","dr72hvk",NA,NA,NA,NA,NA,NA,NA,NA,-4,-6,-3,-4
"9142","dr72hvm",-11,-13,-15,-18,-10,-15,-7,-3,-14,-10,-11,-13
"9145","dr72hvn",-8,-9,-15,-11,-2,-6,-5,1,-4,-9,-9,-12
"9147","dr72hvp",-8,-16,-19,-12,-11,-13,-1,-6,-15,-7,-11,-12
"9149","dr72hvq",-19,-29,-47,-25,-24,-15,-14,-13,-27,-36,-45,-28
"9154","dr72hvr",-10,-3,-8,-4,-7,-6,-1,-5,-5,-9,-7,-7
"9155","dr72hvt",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3,-2
"9156","dr72hvw",-12,-11,-19,-22,-14,-8,-4,-4,-7,-15,-19,-14
"9159","dr72hvx",-3,-3,-11,-8,-9,-7,-6,-5,-9,-18,-19,-9
"9163","dr72hvy",-3,-5,-2,-6,-4,-2,-2,-1,-3,-2,-7,-1
"9164","dr72hvz",-2,-4,-3,1,-6,-7,-4,-5,2,-3,-3,-4
"9168","dr72hyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"9169","dr72hyp",-1,-1,-4,-5,0,-1,-1,0,-4,-3,-2,-4
"9170","dr72hyr",-4,-4,-6,-5,-6,-1,-3,-3,-1,-7,-6,-7
"9171","dr72hyx",-5,-3,-2,-3,-8,-6,-7,-2,-3,-2,-3,-2
"9173","dr72hyz",NA,NA,NA,NA,NA,NA,NA,-1,-1,1,1,0
"9176","dr72j00",-28,-29,-33,-32,-34,-52,-24,-11,-28,-32,-32,-38
"9181","dr72j01",-84,-73,-96,-89,-73,-96,-69,-72,-98,-93,-86,-133
"9186","dr72j02",-32,-47,-78,-20,-50,-67,-51,-60,-37,-33,-48,-66
"9191","dr72j03",-66,-60,-95,-94,-78,-83,-59,-55,-83,-71,-65,-105
"9196","dr72j04",-20,-25,-51,-37,-51,-60,-15,-20,-50,-20,-47,-26
"9201","dr72j05",-47,-43,-62,-23,-53,-59,-42,-30,-42,-29,-30,-43
"9206","dr72j06",-68,-67,-64,-79,-70,-56,-41,-66,-71,-65,-66,-86
"9211","dr72j07",-41,-50,-66,-50,-38,-84,-51,-32,-97,-84,-48,-101
"9216","dr72j08",1,1,-2,2,1,0,1,1,1,2,1,0
"9217","dr72j09",-2,-3,-12,-9,-14,-3,-6,-5,-13,-11,-5,-24
"9222","dr72j0c",-2,-2,-12,-4,-5,-7,-2,-4,-9,-3,-6,-9
"9227","dr72j0d",-79,-61,-99,-95,-71,-105,-65,-55,-114,-75,-84,-115
"9232","dr72j0e",-44,-28,-32,-42,-34,-23,-20,-20,-49,-31,-42,-50
"9237","dr72j0f",-20,-17,-26,-23,-18,-31,-7,-8,-19,-21,-27,-23
"9242","dr72j0g",-29,-31,-46,-28,-31,-42,-30,-19,-26,-30,-37,-52
"9247","dr72j0h",0,-10,-36,-23,-11,-15,-21,-12,-32,-18,-30,-16
"9252","dr72j0j",-48,-45,-52,-52,-46,-52,-28,-38,-43,-51,-35,-44
"9257","dr72j0k",-19,-21,-22,-27,-22,-43,-15,-19,-63,-32,-39,-48
"9262","dr72j0m",-40,-46,-62,-41,-36,-73,-50,-17,-104,-74,-75,-58
"9267","dr72j0n",-28,-27,-29,-33,-31,-26,-11,-28,-23,-18,-26,-34
"9272","dr72j0p",-14,-7,-20,-19,-9,-8,-15,-12,-14,-11,-16,-16
"9277","dr72j0q",-42,-42,-69,-43,-55,-38,-39,-30,-34,-23,-27,-53
"9282","dr72j0r",-10,-7,-22,-17,-12,-5,-12,-10,-9,-18,-8,-22
"9286","dr72j0s",-61,-38,-58,-50,-27,-58,-28,-35,-43,-50,-48,-70
"9291","dr72j0t",-15,-21,-24,-27,-25,-16,-7,-11,-22,-15,-10,-18
"9296","dr72j0u",-10,-9,-15,1,-10,-23,-10,-10,-14,-12,-20,-15
"9301","dr72j0v",-47,-37,-63,-34,-48,-57,-27,-34,-50,-47,-46,-52
"9306","dr72j0w",-10,-7,-14,-5,-9,-8,-3,-9,-4,-10,-9,-7
"9311","dr72j0x",-25,-15,-23,-22,-21,-24,-27,-26,-52,-26,-16,-33
"9316","dr72j0y",-27,-2,-38,-12,-20,-16,-12,-9,-17,-12,-22,-15
"9321","dr72j0z",-14,-4,-19,-9,-14,-20,-8,-7,-18,-11,-15,-15
"9326","dr72j14",-14,-11,-14,-34,-13,-26,-15,-23,-18,-16,-27,-20
"9331","dr72j15",-52,-28,-56,-42,-40,-55,-28,-34,-53,-30,-50,-58
"9336","dr72j16",-11,-4,-13,-1,-6,-5,-9,-5,-6,-4,-4,-14
"9337","dr72j17",-6,-8,4,-1,4,-4,-2,-8,-23,3,-2,-12
"9342","dr72j19",NA,NA,NA,NA,NA,-1,-2,-1,-2,-4,-1,-2
"9343","dr72j1e",2,8,1,-2,-1,0,2,0,-1,4,-3,-2
"9346","dr72j1h",-58,-67,-96,-82,-74,-91,-58,-62,-81,-90,-86,-98
"9351","dr72j1j",-6,-8,-14,-17,-18,-15,-7,-7,-19,-15,-10,-18
"9355","dr72j1k",-71,-51,-104,-82,-57,-107,-88,-80,-81,-84,-88,-95
"9360","dr72j1m",-55,-59,-68,-56,-54,-51,-71,-45,-36,-63,-57,-63
"9365","dr72j1n",-3,-1,-9,-1,-4,-7,-5,-2,-3,-4,-4,-2
"9368","dr72j1p",-6,-3,-8,-8,-4,-8,-6,-7,-5,-5,-9,-10
"9372","dr72j1q",-3,-1,-1,-4,0,-3,0,-2,1,0,0,-1
"9373","dr72j1r",-3,-5,-4,-2,-3,-2,-3,-1,-3,0,-2,-7
"9377","dr72j1s",7,-10,-13,-9,-3,-19,-15,-12,-5,-13,-18,-6
"9382","dr72j1t",-55,-45,-73,-47,-41,-80,-47,-42,-63,-59,-68,-55
"9387","dr72j1u",-6,-6,-14,-18,-9,-19,-6,-7,-13,-7,-2,-21
"9392","dr72j1v",-22,-32,-39,-18,-29,-33,-31,-18,-34,-28,-30,-44
"9397","dr72j1w",-2,-9,-10,-6,-10,-14,-8,-11,-2,-9,-15,-17
"9398","dr72j1x",-6,-3,-4,-2,-4,-8,-1,-2,-1,-1,-1,-7
"9401","dr72j1y",-23,-18,-32,-18,-14,-23,-16,-22,-24,-18,-26,-15
"9405","dr72j1z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"9406","dr72j20",2,1,-8,-16,-4,-5,-1,-3,-8,-7,4,4
"9411","dr72j21",-12,-14,-12,-6,-7,-13,-12,-14,-14,-6,-1,-6
"9416","dr72j22",-6,-7,-9,-8,-6,-12,-13,-13,-24,-22,-9,-21
"9421","dr72j23",-9,-10,-6,-8,-4,-8,-7,-6,-13,-10,-5,-1
"9425","dr72j24",-5,-7,-12,-2,0,-6,-8,-5,-2,-6,-16,-6
"9430","dr72j25",-2,-1,0,-1,0,-1,-1,1,0,0,-1,1
"9431","dr72j26",-4,-1,-5,-7,-7,-6,-2,-3,0,-3,-1,0
"9435","dr72j27",-1,-8,-8,-4,-5,-7,-4,-5,-3,-4,-2,-5
"9436","dr72j28",-13,-9,-15,-14,-21,-14,-7,-8,-14,-16,-17,-22
"9441","dr72j29",-4,-6,-7,0,-4,-8,5,-1,-6,-4,-6,-4
"9446","dr72j2b",-3,-4,-3,-6,-7,-2,-5,-3,-10,-3,-2,-8
"9449","dr72j2e",-3,-8,-9,-5,-5,-6,-4,-3,-3,-2,-7,-2
"9450","dr72j2f",-8,-6,-10,-7,-4,0,-1,-5,-2,0,-5,-4
"9455","dr72j2s",NA,NA,NA,NA,NA,-1,-2,1,0,1,-1,-1
"9456","dr72j2u",-12,-19,-22,-8,-8,-11,-9,-9,-18,-11,-11,-9
"9459","dr72j2y",NA,NA,-1,-1,-1,0,-2,-2,-1,-1,-1,-1
"9460","dr72j30",-2,-3,-2,-1,-2,-8,1,-4,-5,-7,0,-5
"9463","dr72j31",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1,0
"9465","dr72j32",-2,-1,-4,-2,-1,0,-4,0,-2,2,-3,0
"9469","dr72j33",-6,-2,-6,-8,-4,-8,-2,-5,0,-3,-2,-2
"9473","dr72j34",-1,2,0,2,4,3,1,1,2,1,1,1
"9477","dr72j35",-2,0,5,1,3,-2,-1,-7,0,0,-2,0
"9482","dr72j36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"9483","dr72j37",2,1,-1,0,-1,2,-5,-1,-2,0,0,3
"9488","dr72j38",-1,-1,2,-2,-2,-3,-2,-1,-3,-5,-1,-5
"9491","dr72j39",-1,-2,-6,-1,0,-3,-2,1,-3,0,-1,-3
"9495","dr72j3b",-1,-2,-4,-5,1,-2,-2,-1,1,-2,-3,-2
"9496","dr72j3c",-4,-7,-2,1,-3,-3,-6,0,-5,-1,-2,-4
"9501","dr72j3d",-6,-5,-14,-8,-4,-9,-4,1,-1,-3,1,-4
"9504","dr72j3e",NA,NA,NA,NA,NA,-1,-1,-2,-2,-2,-2,-3
"9505","dr72j3f",-2,-12,-6,-1,-4,-2,-6,0,-4,-3,-7,-4
"9509","dr72j3g",-5,-7,-7,-7,-3,-7,-6,-7,-7,-2,-7,-10
"9514","dr72j3h",-8,-2,-12,-5,-8,-8,-7,-8,-7,-5,-10,-6
"9515","dr72j3j",-3,-3,-8,-6,-12,-9,-4,-6,-4,-3,-6,-7
"9519","dr72j3k",0,0,-4,-1,0,-9,-2,-1,-6,0,0,-1
"9521","dr72j3m",-7,-3,-4,-7,-6,-6,-2,-5,-3,-7,-2,-1
"9524","dr72j3q",0,-1,0,1,0,-2,-2,0,-3,-3,1,-3
"9525","dr72j3r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"9526","dr72j3s",-4,-3,-6,6,-1,0,-1,-3,2,-2,4,1
"9531","dr72j3t",NA,NA,NA,NA,NA,NA,NA,-2,-3,-2,-4,-1
"9532","dr72j3u",-1,-1,-1,-2,-2,-1,-3,-1,-3,-2,-6,0
"9534","dr72j3v",0,1,0,2,-3,1,0,5,-2,4,-2,1
"9539","dr72j3w",-5,-1,-3,0,-3,-8,-4,-6,-3,-1,-2,-8
"9541","dr72j3x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"9543","dr72j3z",-12,-12,-10,-8,-8,-6,-5,-6,-3,-4,-4,-8
"9544","dr72j4j",-8,-4,-8,-4,-9,-11,-6,-5,-8,-8,-12,-7
"9549","dr72j4n",0,-3,-3,-6,-2,-1,-3,-2,-5,-2,-5,-4
"9550","dr72j4p",-2,-1,-5,0,-2,-3,-2,1,-3,0,-2,-2
"9551","dr72j4q",-9,-10,-6,-3,-8,-8,-1,-4,-2,-3,-2,-4
"9554","dr72j4r",-2,-6,-4,-5,-2,-9,-6,-6,-8,-4,-6,-13
"9558","dr72j4w",1,1,2,0,1,-3,-1,0,1,0,1,1
"9559","dr72j4x",-4,0,-1,-5,-4,-7,-1,-2,-6,-11,-5,-12
"9564","dr72j4z",-6,-1,-6,-1,-4,-5,-4,-2,-7,-2,0,-3
"9567","dr72j50",-3,-3,1,-3,-3,-3,-4,-3,-10,-8,-3,-7
"9572","dr72j52",-4,-2,-3,-5,-1,-1,-2,-2,0,-2,-1,-1
"9577","dr72j53",-2,0,-5,0,0,0,-2,-2,-3,-3,0,-1
"9579","dr72j56",2,-1,0,0,-2,-4,0,-1,-2,1,-3,-2
"9580","dr72j57",-2,-1,-4,-4,-4,-6,-11,-2,-6,-2,-2,-3
"9581","dr72j58",-2,-3,-9,-2,-6,0,-2,-4,-7,-1,-2,-7
"9584","dr72j59",-5,0,-2,0,-2,-2,3,-3,-4,-5,4,-5
"9589","dr72j5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"9590","dr72j5c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"9592","dr72j5d",-3,-3,0,-1,-4,-1,-1,-4,-1,-3,0,-4
"9593","dr72j5e",NA,NA,-3,-3,-2,-1,1,-1,0,-1,-5,-2
"9594","dr72j5f",-5,-5,-8,-7,-7,-5,-5,-3,-9,0,-6,-12
"9599","dr72j5g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"9600","dr72j5h",NA,NA,NA,NA,NA,NA,NA,NA,-4,-3,-1,-4
"9602","dr72j5j",-8,-7,-11,0,-4,-6,-2,-5,-1,-7,-1,-7
"9606","dr72j5k",-1,-2,-1,-1,-2,-2,-1,0,-7,-4,1,-6
"9607","dr72j5p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"9608","dr72j5q",-2,-2,-2,-1,0,0,-1,0,-4,-2,1,-4
"9610","dr72j5s",-1,-5,-2,-2,-1,2,-4,-1,-2,0,-1,-2
"9611","dr72j5u",0,1,0,0,0,-2,-1,-2,1,-3,0,-3
"9612","dr72j5v",-2,-2,-5,-1,1,-1,-2,-1,-3,-2,-3,-3
"9613","dr72j5w",-2,1,-3,-3,-3,-1,-2,0,-1,0,-2,-3
"9614","dr72j5x",-4,-3,-2,-3,-4,-5,-1,-4,-1,-1,-2,-3
