"","geohash","netdiff","netdiff20","netdiff21","netdiff22","netdiff23","netdiff24","netdiff25","netdiff26","netdiff27","netdiff28","netdiff29","netdiff30"
"7900","dr5ry44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"7901","dr5ry4f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"7904","dr5ry4u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7905","dr5ry4y",1,-2,0,0,4,-1,1,0,1,1,0,-1
"7907","dr5ry52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7908","dr5ry54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7909","dr5ry57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7910","dr5ry5e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"7911","dr5ry5u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7912","dr5ry6b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"7914","dr5ry6m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7915","dr5ry6n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1
"7916","dr5ry6p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7917","dr5ry73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7918","dr5ry7n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7919","dr5ry7s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7920","dr5ry8g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7921","dr5ry8y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7922","dr5ry98",NA,NA,NA,NA,NA,NA,-2,-2,-2,-1,0,-1
"7923","dr5ry99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3
"7924","dr5ry9b",NA,NA,NA,NA,NA,0,-3,-1,0,-1,-1,-4
"7925","dr5ry9c",NA,NA,NA,NA,-2,-2,-2,0,-3,-1,-3,-4
"7926","dr5ry9d",0,1,-4,0,1,1,0,-3,-2,-2,-1,-3
"7927","dr5ry9f",-1,-1,0,0,-2,1,-1,-2,0,-1,1,0
"7928","dr5ry9k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"7929","dr5ry9m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"7930","dr5ry9p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7931","dr5ry9r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7932","dr5ry9t",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1
"7933","dr5rybh",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"7934","dr5ryc5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7935","dr5ryd0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"7936","dr5ryd1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7937","dr5ryd4",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-2
"7938","dr5ryd6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7939","dr5rydd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7940","dr5rydq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7941","dr5rydr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7942","dr5rydy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7943","dr5rye0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7944","dr5ryem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7945","dr5ryep",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,-2
"7946","dr5ryer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7947","dr5ryf3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"7948","dr5ryg2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7950","dr5rygk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7951","dr5ryh9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"7952","dr5ryhb",1,-2,-2,-1,-1,-3,-1,-4,-1,-1,-2,0
"7955","dr5ryhk",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1
"7956","dr5ryhm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7957","dr5ryj2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"7958","dr5ryj4",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,1
"7960","dr5ryj6",1,-1,-4,-4,-3,-2,0,-1,1,-3,-2,-1
"7961","dr5ryjb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7962","dr5ryje",NA,NA,NA,NA,NA,NA,NA,-4,-2,1,-1,-1
"7963","dr5ryjg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7965","dr5ryjn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7966","dr5ryju",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7967","dr5ryjw",NA,NA,NA,NA,NA,NA,NA,-1,1,-2,1,0
"7968","dr5rykb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7969","dr5rykf",-2,-3,-4,-9,-3,-7,-10,-2,-6,-6,0,-9
"7973","dr5rykz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7974","dr5rym9",NA,NA,NA,NA,NA,NA,NA,-2,0,-2,0,-1
"7975","dr5rymd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"7976","dr5ryn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7977","dr5ryn6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7978","dr5ryn9",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,-1
"7979","dr5rynd",NA,NA,NA,NA,NA,NA,NA,-1,0,-1,-2,-1
"7980","dr5rynf",NA,NA,NA,NA,NA,-1,-1,-1,-1,1,-1,-2
"7981","dr5rynj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"7982","dr5rynr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"7983","dr5rynt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"7984","dr5rynu",NA,NA,NA,-3,-1,0,-2,-1,-3,1,-3,-2
"7986","dr5ryp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7987","dr5ryp5",0,1,-4,-3,-2,-3,-1,-2,-2,-1,-1,-1
"7989","dr5rypf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"7990","dr5ryph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"7991","dr5rypw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7992","dr5ryq1",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"7994","dr5ryq2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7995","dr5rysz",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,1,-1
"7996","dr5ryt0",NA,NA,NA,NA,NA,NA,NA,NA,-4,-2,0,-2
"7998","dr5ryt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"7999","dr5ryt2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"8001","dr5ryt6",NA,NA,NA,-1,1,1,1,1,-1,-2,-1,-3
"8005","dr5ryt9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"8006","dr5rytk",0,1,2,2,1,1,-1,0,1,-1,1,0
"8007","dr5rytv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"8008","dr5rytw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"8009","dr5rytx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"8011","dr5ryut",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,1
"8012","dr5ryv3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8013","dr5ryv8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"8014","dr5ryvc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8015","dr5ryvm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8016","dr5ryvr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8017","dr5ryvs",NA,NA,NA,-2,-1,-1,1,0,-1,0,1,1
"8019","dr5ryvv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"8020","dr5rywm",2,0,1,1,1,2,1,3,1,0,1,2
"8022","dr5rywn",-4,0,-1,0,-2,-3,0,1,0,-2,1,0
"8023","dr5rywq",-14,-10,-20,-10,-16,-13,-5,-3,-28,-12,-2,-7
"8026","dr5rywt",1,1,-1,1,3,-1,1,3,1,2,1,2
"8028","dr5ryww",-20,-3,-39,-21,-24,-15,-16,0,-8,-21,-14,-21
"8033","dr5ryy4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8034","dr5ryy5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8036","dr5ryyh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8037","dr5ryyj",-2,-1,-7,-5,-8,-15,-1,-5,-8,0,-2,-5
"8038","dr5ryyk",2,-1,-1,1,2,0,1,3,0,0,1,-1
"8043","dr5ryyn",NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-1,-1
"8044","dr5ryyq",NA,NA,NA,NA,NA,-4,0,-3,-3,1,-3,-4
"8045","dr5ryyr",1,1,0,0,-3,2,-3,-1,-6,-2,-2,-3
"8047","dr5ryyt",26,4,14,21,26,24,18,18,28,20,17,14
"8052","dr5ryyw",57,57,36,78,155,102,102,79,86,98,130,186
"8057","dr5ryyx",-60,-86,-89,-53,-66,-83,-15,-19,-16,3,5,-95
"8062","dr5ryyy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8064","dr5ryyz",-164,-170,-275,-154,-230,-241,-169,-176,-268,-194,-156,-190
"8068","dr5rz2p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8069","dr5rz2x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8070","dr5rz7f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8071","dr5rz81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8072","dr5rzgy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8073","dr5rzh8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8074","dr5rzje",-2,-8,-3,-3,-5,-3,-3,0,-7,-4,-5,-1
"8075","dr5rzjf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"8077","dr5rzjg",1,1,-1,1,0,1,-4,1,-1,-1,0,-4
"8082","dr5rzjq",-7,0,-11,-6,-8,-8,-7,-7,-6,-3,-5,-6
"8083","dr5rzjr",-6,-10,-13,-11,-10,-11,-12,-15,-14,-5,-13,-19
"8085","dr5rzjs",1,1,1,1,1,1,1,1,0,1,1,1
"8086","dr5rzjt",-1,1,-3,-1,-3,-6,-1,0,0,2,0,-4
"8087","dr5rzju",2,1,3,0,2,-2,-1,3,1,-2,0,-3
"8091","dr5rzjv",-39,-67,-87,-73,-66,-74,-48,-36,-76,-40,-43,-62
"8096","dr5rzjw",10,5,44,47,25,12,30,36,28,25,34,32
"8101","dr5rzjx",-257,-264,-342,-296,-333,-337,-285,-250,-351,-329,-273,-354
"8104","dr5rzjy",57,87,104,126,129,75,61,78,86,95,109,72
"8109","dr5rzn0",NA,NA,NA,NA,NA,NA,NA,-2,-1,0,0,-1
"8110","dr5rzn2",-1,-3,-6,0,-3,-8,-5,-4,-9,-2,-6,-4
"8113","dr5rzn3",-14,-16,-27,-14,-18,-12,-11,-13,-14,-15,-13,-9
"8115","dr5rzn5",4,-5,4,11,-2,-3,8,5,-5,-5,-1,-5
"8120","dr5rzn6",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"8123","dr5rzn7",NA,NA,NA,NA,NA,NA,NA,0,0,-1,3,2
"8125","dr5rzn8",-36,-68,-131,-71,-106,-172,-79,-80,-80,-61,-125,-166
"8130","dr5rzn9",-87,-93,-134,-126,-113,-96,-76,-116,-117,-100,-119,-153
"8135","dr5rznb",-22,-30,-39,-24,-36,-23,-20,-19,-35,-12,-30,-28
"8136","dr5rznh",-30,-43,-128,-90,-81,-103,-20,-61,-142,-34,-32,-91
"8141","dr5rznj",-116,-90,-137,-121,-139,-141,-116,-116,-136,-140,-105,-158
"8146","dr5rznk",NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1
"8148","dr5rznm",1,1,2,1,3,2,2,2,2,1,2,1
"8150","dr5rznn",NA,NA,NA,NA,2,1,1,4,4,4,2,1
"8152","dr5rznq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"8153","dr5rzq0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8154","dr5rzuh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8155","dr5rzuj",NA,NA,NA,NA,-1,-2,-2,-2,-2,-2,-1,-2
"8156","dr5rzuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"8157","dr5rzuq",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1,-1
"8158","dr5rzuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8159","dr5x0x7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8160","dr5x0xc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8161","dr5x0xd",NA,NA,NA,NA,NA,NA,NA,NA,2,-3,0,-2
"8162","dr5x0xe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"8164","dr5x0xk",NA,NA,NA,NA,NA,NA,NA,0,0,0,-1,-1
"8165","dr5x0xn",0,-1,-2,-2,1,2,0,-1,-3,-1,-1,-1
"8168","dr5x0xp",-2,-1,-6,-2,-4,-4,-2,-3,-2,-1,-5,-3
"8169","dr5x0yf",1,2,1,1,1,0,1,1,1,1,3,1
"8170","dr5x0yg",-56,-52,-77,-58,-74,-74,-44,-67,-63,-59,-50,-86
"8175","dr5x0ys",1,2,-23,-26,-46,-58,-43,-38,-67,-52,-34,-6
"8180","dr5x0yu",-1,-4,-2,3,-7,-6,-5,-6,-10,-11,-2,-1
"8185","dr5x0yy",-3,-3,-4,-3,-2,-5,-3,-5,-4,-4,-2,-3
"8187","dr5x0yz",-7,-12,-15,-24,-20,-14,-12,-6,-14,-18,-7,-12
"8188","dr5x0z0",-7,-4,-7,-3,-5,-4,-4,-7,-5,-3,-2,-7
"8190","dr5x0z1",0,-4,-4,-2,-3,-6,-1,-3,-3,0,-2,-5
"8194","dr5x0z4",-3,-2,-7,-7,-8,-7,-6,-8,-10,-5,-13,-6
"8195","dr5x0z5",-10,7,-17,-9,-9,-28,-11,-20,-24,-14,-11,-19
"8200","dr5x0z6",4,6,1,1,0,7,3,1,2,0,2,2
"8202","dr5x0z7",2,0,-2,7,0,4,0,3,1,0,8,2
"8206","dr5x0ze",-40,-61,-75,-38,-81,-73,-41,-59,-83,-74,-37,-65
"8211","dr5x0zh",0,-4,1,-1,-3,0,3,-2,-5,2,-4,-3
"8216","dr5x0zj",-6,-1,-1,2,-2,-7,-4,-1,-6,-4,-3,-4
"8218","dr5x0zk",1,1,3,7,3,2,2,1,6,13,1,2
"8220","dr5x0zm",NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-8,-2
"8222","dr5x0zn",-2,1,-8,-11,-4,-7,-6,0,-7,-10,-4,-5
"8225","dr5x0zq",1,2,-1,1,1,6,2,1,1,2,2,-1
"8229","dr5x0zr",-1,0,-6,-4,-6,-7,-2,0,-3,-5,-4,-6
"8233","dr5x0zs",-11,-25,-11,-21,-24,-15,-3,-7,-2,-7,-20,-28
"8238","dr5x0zt",-15,-14,-19,-16,-20,-10,-11,-8,-10,-15,-10,-10
"8240","dr5x0zu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8241","dr5x0zw",0,-1,1,-1,0,1,2,0,-1,-1,-2,-1
"8242","dr5x0zz",13,2,14,2,4,4,8,4,6,8,10,13
"8247","dr5x1nb",-55,-49,-58,-77,-119,-106,-54,-64,-90,-89,-73,-72
"8248","dr5x1p0",-10,-8,-6,-6,-18,-21,-8,-13,-20,-12,-10,-10
"8251","dr5x1p1",22,33,-17,14,7,-5,45,43,26,58,37,32
"8256","dr5x1p2",-2,-2,1,0,-4,-1,-1,1,1,-2,-5,-7
"8261","dr5x1p4",15,8,10,19,26,1,19,6,15,21,16,2
"8266","dr5x1p5",-3,-5,-5,-7,-6,-10,-5,-3,-8,-7,-6,-8
"8267","dr5x1p6",-1,-3,1,2,-2,-1,-3,-5,-2,-3,-7,-6
"8272","dr5x1p7",0,-3,-3,-2,-1,-3,1,-3,0,1,0,-6
"8273","dr5x1p9",2,2,-1,-3,-6,-4,-7,0,-8,-7,-9,-6
"8277","dr5x1pb",11,-7,9,-16,-31,-3,7,-1,-16,15,22,0
"8282","dr5x1pc",-43,-55,-60,-41,-43,-75,-33,-43,-70,-67,-66,-92
"8284","dr5x1pd",0,3,-5,3,-2,-3,-3,-1,-2,-1,-5,-3
"8288","dr5x1pe",-1,3,1,2,1,-1,0,0,-1,1,1,1
"8292","dr5x1ph",-6,-7,-11,-5,-10,-8,-8,-10,-14,-7,-3,-10
"8293","dr5x1pj",-15,-54,-44,-24,-21,-66,-21,-18,-45,-37,-46,-42
"8298","dr5x1pk",1,2,1,2,1,1,1,3,1,2,1,1
"8300","dr5x1pm",-2,-32,-52,-18,-26,-68,-3,-27,-82,-11,-21,-48
"8305","dr5x1ps",3,-3,-1,-1,3,-2,0,-2,3,1,0,5
"8310","dr5x22x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8311","dr5x22z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"8312","dr5x23p",NA,NA,NA,NA,NA,NA,NA,0,2,0,1,1
"8314","dr5x23x",NA,NA,NA,NA,0,1,1,1,-2,-1,0,-1
"8315","dr5x23z",-2,1,0,0,-4,-1,-1,1,0,-1,-3,-2
"8316","dr5x280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"8317","dr5x281",NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1
"8319","dr5x282",NA,NA,NA,NA,1,-2,1,-3,1,0,1,0
"8320","dr5x29b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8321","dr5x29f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8322","dr5x2bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,-1
"8323","dr5x2bg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8324","dr5x2bn",NA,NA,NA,NA,NA,-2,1,-1,0,0,1,-1
"8325","dr5x2bp",NA,NA,NA,NA,NA,NA,NA,NA,0,-1,2,1
"8326","dr5x2bq",0,1,0,-1,0,0,1,-1,-1,2,-1,0
"8328","dr5x2c2",-10,-2,-2,-4,-12,-7,-9,-2,-6,-5,-1,-4
"8331","dr5x2c3",-2,-4,-3,-3,-6,-3,-2,-6,-1,-1,-3,-1
"8335","dr5x2c5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"8337","dr5x2d0",-4,-2,-1,-1,-3,-1,-1,-2,-2,-2,-4,-1
"8338","dr5x2d3",0,-3,0,-2,2,-6,1,-1,-1,-3,-3,-3
"8339","dr5x2dd",NA,NA,NA,NA,NA,NA,NA,-1,-1,-2,-2,-2
"8340","dr5x2e5",NA,NA,NA,NA,NA,NA,NA,1,-1,1,1,-1
"8341","dr5x2eg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8342","dr5x2em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8343","dr5x2er",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"8344","dr5x2f4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"8345","dr5x2g0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8346","dr5x2g2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2
"8347","dr5x2gp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8348","dr5x2rm",NA,NA,NA,1,1,0,0,-1,0,0,-1,0
"8349","dr5x2rt",NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"8351","dr5x2rv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8352","dr5x2s5",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,1
"8353","dr5x2sf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8355","dr5x2t4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8357","dr5x355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8358","dr5x38h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8359","dr5x66s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8360","dr5x6q9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8361","dr5x82v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8362","dr5x831",NA,NA,NA,NA,-1,1,0,1,1,1,-1,-1
"8364","dr5x832",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,-2
"8365","dr5x833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"8366","dr5x838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8367","dr5x83b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"8368","dr5x83q",NA,NA,NA,NA,NA,-1,-2,-1,-4,-7,-5,-2
"8369","dr5x84p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8370","dr5x8qw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8371","dr5x8sv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8372","dr5x8v5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"8373","dr5xbbx",-1,-2,-2,-3,-2,-3,-2,-3,-1,-2,-4,-1
"8374","dr5xbj2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8375","dr5xtmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"8376","dr7250g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"8377","dr72h2j",-3,-2,-6,-1,-2,-5,-3,0,-2,-1,-1,-1
"8378","dr72h2n",-5,-19,-19,-17,-13,-19,-6,-8,-12,-9,-13,-17
"8383","dr72h2p",-27,-21,-24,-19,-20,-27,-17,-15,-35,-12,-12,-23
"8388","dr72h2q",-8,-9,-9,-9,-6,-14,-4,-3,-8,-10,-11,-16
"8389","dr72h2r",-14,-2,-5,-12,-18,-20,-12,-11,-3,-3,-6,-17
"8393","dr72h2w",NA,NA,NA,NA,NA,NA,NA,-2,-1,-1,-2,-1
"8394","dr72h2x",-12,-14,-11,-7,-27,-10,-6,-16,-18,-9,-12,-10
"8398","dr72h80",-41,-51,-50,-37,-43,-41,-43,-37,-59,-39,-47,-42
"8403","dr72h81",-38,-42,-58,-55,-77,-79,-45,-52,-64,-43,-66,-61
"8408","dr72h82",-22,-19,-18,-16,-26,-33,-10,-12,-8,-21,-18,-16
"8413","dr72h83",-44,-18,-38,-28,-29,-46,-31,-29,-37,-20,-13,-54
"8418","dr72h84",-24,-21,-29,-37,-27,-41,-25,-29,-36,-28,-28,-39
"8423","dr72h85",-22,-13,-34,-14,-16,-30,-19,-16,-30,-20,-20,-17
"8428","dr72h86",-58,-62,-75,-57,-67,-85,-45,-52,-108,-58,-65,-92
"8433","dr72h87",-29,-19,-29,-29,-11,-34,-19,-16,-28,-26,-33,-30
"8438","dr72h88",-23,-20,-23,-15,-21,-30,-17,-6,-17,-15,-28,-24
"8443","dr72h89",-30,-23,-25,-23,-27,-34,-16,-26,-31,-17,-16,-41
"8448","dr72h8b",-14,-8,-7,-6,-9,-6,-6,-7,-13,-11,-3,-13
"8449","dr72h8c",-20,-21,-37,-25,-44,-31,-30,-17,-27,-24,-35,-41
"8454","dr72h8d",1,-15,-13,-13,-14,-29,-8,-8,-17,-22,-20,-28
"8459","dr72h8e",-31,-28,-21,-30,-29,-15,-18,-7,-32,-22,-22,-35
"8464","dr72h8f",-52,-41,-64,-55,-49,-47,-36,-21,-47,-43,-40,-50
"8469","dr72h8g",-48,-37,-54,-48,-40,-44,-22,-37,-43,-40,-41,-52
"8474","dr72h8h",-50,-37,-59,-39,-23,-51,-24,-31,-63,-24,-40,-36
"8479","dr72h8j",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1
"8481","dr72h8k",-8,-11,-6,-1,-6,-9,-7,-9,-2,-6,-8,-12
"8482","dr72h8m",-33,-38,-28,-33,-34,-43,-24,-30,-58,-24,-43,-44
"8487","dr72h8n",-12,-17,-15,-16,-17,-12,-12,-21,-15,-10,-15,-27
"8492","dr72h8p",-51,-62,-93,-65,-71,-110,-53,-57,-78,-83,-34,-85
"8497","dr72h8q",-24,-12,-26,-23,-17,-17,-17,-14,-20,-20,-13,-28
"8502","dr72h8r",-9,-8,-29,-19,-21,-27,-10,-12,-20,-26,-22,-29
"8507","dr72h8s",-6,-5,-15,-9,-8,-13,-10,-12,-15,-9,-11,-8
"8509","dr72h8t",-12,-21,-24,-20,-9,-17,-13,-10,-24,-18,-24,-28
"8514","dr72h8u",-20,-28,-39,-14,-23,-33,-16,-14,-27,-21,-34,-45
"8519","dr72h8v",-10,-7,-11,-7,-13,-7,-8,-3,-3,-10,-10,-8
"8520","dr72h8w",-27,-49,-27,-30,-22,-39,-21,-25,-29,-11,-28,-23
"8525","dr72h8x",-11,-14,-11,-11,-9,-13,-11,-11,-13,-11,-11,-17
"8526","dr72h8y",-34,-31,-44,-32,-15,-25,-25,-15,-31,-10,-23,-33
"8531","dr72h8z",-44,-42,-48,-46,-19,-46,-41,-13,-30,-36,-43,-45
"8536","dr72h90",-11,-8,-8,-15,-12,-15,-5,-5,-10,-12,-11,-10
"8537","dr72h91",-12,-7,-11,-7,-14,-12,-1,-7,-14,-15,-14,-18
"8542","dr72h92",-20,-8,-14,-8,-11,-19,-9,-7,-11,-9,-13,-18
"8544","dr72h93",-5,-9,-13,-10,-6,-8,-4,-4,-13,-7,-10,-9
"8549","dr72h94",-30,-15,-16,-23,-6,-25,-16,-20,-33,-11,-22,-24
"8554","dr72h95",-47,-49,-45,-47,-46,-37,-34,-31,-53,-40,-39,-55
